name	indName	averagePayroll
allen county	Arts, entertainment, and recreation	125000
allen county	Arts, entertainment, and recreation	6064000
allen county	Arts, entertainment, and recreation	46376000
allen county	Construction	3152000
allen county	Construction	5384000
allen county	Construction	110062000
allen county	Construction	695598000
allen county	Educational services	35242000
allen county	Educational services	95494000
allen county	Finance and insurance	5208000
allen county	Finance and insurance	5461000
allen county	Finance and insurance	54633000
allen county	Finance and insurance	700638000
allen county	Health care and social assistance	12630000
allen county	Health care and social assistance	19732000
allen county	Health care and social assistance	516953000
allen county	Health care and social assistance	1847219000
allen county	Industries not classified	41000
allen county	Industries not classified	233000
allen county	Information	581000
allen county	Information	3281000
allen county	Information	27738000
allen county	Information	155973000
allen county	Management of companies and enterprises	60407000
allen county	Management of companies and enterprises	282389000
allen county	Manufacturing	27448000
allen county	Manufacturing	72808000
allen county	Manufacturing	629717000
allen county	Manufacturing	1691468000
allen county	Mining, quarrying, and oil and gas extraction	2090000
allen county	Mining, quarrying, and oil and gas extraction	7606000
allen county	Mining, quarrying, and oil and gas extraction	12243000
allen county	Other services (except public administration)	1872000
allen county	Other services (except public administration)	2033000
allen county	Other services (except public administration)	47750000
allen county	Other services (except public administration)	309588000
allen county	Professional, scientific, and technical services	1973000
allen county	Professional, scientific, and technical services	10264000
allen county	Professional, scientific, and technical services	55199000
allen county	Professional, scientific, and technical services	339731000
allen county	Real estate and rental and leasing	673000
allen county	Real estate and rental and leasing	1205000
allen county	Real estate and rental and leasing	9573000
allen county	Real estate and rental and leasing	103669000
allen county	Retail trade	10865000
allen county	Retail trade	15670000
allen county	Retail trade	143869000
allen county	Retail trade	691949000
allen county	Transportation and warehousing	3754000
allen county	Transportation and warehousing	26708000
allen county	Transportation and warehousing	83738000
allen county	Transportation and warehousing	361941000
allen county	Utilities	1585000
allen county	Utilities	9991000
allen county	Utilities	46266000
allen county	Wholesale trade	9074000
allen county	Wholesale trade	14358000
allen county	Wholesale trade	123719000
allen county	Wholesale trade	546606000
allen parish	Accommodation and food services	5072000
allen parish	Administrative and support and waste management and remediation services	7791000
allen parish	Agriculture, forestry, fishing and hunting	2387000
allen parish	Arts, entertainment, and recreation	49000
allen parish	Construction	1235000
allen parish	Educational services	378000
allen parish	Finance and insurance	4055000
allen parish	Health care and social assistance	26219000
allen parish	Industries not classified	33000
allen parish	Information	1016000
allen parish	Manufacturing	46165000
allen parish	Other services (except public administration)	5922000
allen parish	Professional, scientific, and technical services	2566000
allen parish	Real estate and rental and leasing	403000
allen parish	Retail trade	17515000
allen parish	Transportation and warehousing	3724000
allen parish	Utilities	847000
